_id,singkat,hasil
1197,kepsek,kepala sekolah
1198,kepulau,ke pulau
1199,kepuncak,ke puncak
1200,keputar,terputar
1201,keputusanya,keputusannya
1202,keragunan,ke ragunan
1203,kerajan,kerajaan
1204,keras2,keras-keras
1205,kerasa,terasa
1206,kerdus,kardus
1207,kere,miskin
1208,kering2,kering-kering
1209,keringet,keringat
1210,kerj,kerja
1211,kerjain,kerjakan
1212,kerjan,pekerjaan
1213,kerumah,ke rumah
1214,kesabaranya,kesabarannya
1215,kesalahane,kesalahannya
1216,kesalon,ke salon
1217,kesampean,kesampaian
1218,kesampeng,ke samping
1219,kesane,kesannya
1220,kesangkut,tersangkut
1221,kesanya,kesannya
1222,kesasar,tersasar
1223,kesawah,ke sawah
1224,kesayanganya,kesayangannya
1225,kesederhanan,kesederhanaan
1226,kesedian,kesediaan
1227,kesedianya,kesediaannya
1228,kesekolah,ke sekolah
1229,keselip,terselip
1230,kesetian,kesetiaan
1231,kesetianmu,kesetiaanmu
1232,kesetianya,kesetiaannya
1233,kesian,kasihan
1234,kesklh,ke sekolah
1235,kesmpean,kesampaian
1236,kesna,kesana
1237,kesni,kesini
1238,kesno,kesana
1239,kesodara,ke saudara
1240,kesokalh,ke sekolah
1241,kesono,kesana
1242,kesukan,kesukaan
1243,ket,keterangan
1244,ketabrak,tertabrak
1245,ketagih,tertagih
1246,ketarik,tertarik
1247,ketawa,tertawa
1248,ketawa2,ketawa-tawa
1249,ketentuanya,ketentuannya
1250,keterpurulanya,keterpurukannya
1251,ketiban,tertimpa
1252,ketidaknyamananya,ketidaknyamanannya
1253,ketidung,ke tidung
1254,ketike,ketika
1255,ketimpa,tertimpa
1256,ketingalan,ketinggalan
1257,ketok,terlihat
1258,ketoke,sepertinya
1259,ketrangan,keterangan
1260,ketrngan,keterangan
1261,ketuan,ketuaan
1262,ketuker,ketukar
1263,ketutup,tertutup
1264,keungulan,keunggulan
1265,keungulanya,keunggulannya
1266,kewarganegaran,kewarganegaraan
1267,kewarnet,ke warung internet
1268,keyword,kata kunci
1269,kga,tidak
1270,kgak,tidak
1271,kgk,tidak
1272,kgn,kangen
1273,khayalany,khayalannya
1274,khilap,khilaf
1275,khs,khas
1276,kie,ini
1277,kira2,kira-kira
1278,kiyai,kyai
1279,kjadian,kejadian
1280,kjauhan,kejauhan
1281,kjauhn,kejauhan
1282,klah,kalah
1283,klaksonya,klaksonnya
1284,klangan,kalangan
1285,klapa,kelapa
1286,klebihan,kelebihan
1287,klekson,klakson
1288,klh,kalah
1289,kliahatan,kelihatan
1290,klian,kalian
1291,kliatan,kelihatan
1292,kliatanya,kelihatannya
1293,kliatn,kelihatan
1294,klien2,klien-klien
1295,kliling,keliling
1296,klima,kelima
1297,klmpok,kelompok
1298,klo,kalau
1299,klow,kalau
1300,klrg,keluarga
1301,kls,kelas
1302,klu,kalau
1303,kluar,keluar
1304,kluaran,keluaran
1305,kluarga,keluarga
1306,kluargo,keluarga
1307,kluarin,keluarkan
1308,kluarkan,keluarkan
1309,klulusan,kelulusan
1310,klw,kalau
1311,klytn,kelihatan
1312,klz,kelas
1313,km,kamu
1314,kmaha,bagaimana
1315,kmaleman,kemalaman
1316,kmana,kemana
1317,kmane,kemana
1318,kmar,kamar
1319,kmaren,kemarin
1320,kmari,kemari
1321,kmarin,kemarin
1322,kmbali,kembali
1323,kmbaranya,kembarannya
1324,kmbl,kembali
1325,kmbli,kembali
1326,kmbuh,kambuh
1327,kmi,kami
1328,kmis,kamis
1329,kmn,kemana
1330,kmna,kemana
1331,kmna2,kemana-mana
1332,kmonas,ke monas
1333,kmpl,kumpul
1334,kmplin,kumpulkan
1335,kmpnye,kampanye
1336,kmpul,kumpul
1337,kmpung,kampung
1338,kmpus,kampus
1339,kmr,kamar
1340,kmren,kemarin
1341,kmri,kemari
1342,kmrin,kemarin
1343,kmrmandi,kamar mandi
1344,kmrn,kemarin
1345,kms,kamis
1346,kmu,kamu
1347,kmunya,kamunya
1348,kn,kan
1349,kna,kena
1350,knal,kenal
1351,knan,kanan
1352,knapa,kenapa
1353,knape,kenapa
1354,knci,kunci
1355,kndala,kendala
1356,kndaraan,kendaraan
1357,kndaran,kendaraan
1358,kndisi,kondisi
1359,kndla,kendala
1360,knfrmsi,konfirmasi
1361,kngen,kangen
1362,knggo,untuk
1363,kngn,kangen
1364,kngo,untuk
1365,kni,kini
1366,knjungi,kunjungi
1367,knl,kenal
1368,knp,kenapa
1369,knp2,kenapa-kenapa
1370,knpa,kenapa
1371,knpah,kenapa
1372,kntor,kantor
1373,kntr,kantor
1374,knyataan,kenyataan
1375,knyatan,kenyataan
1376,knytaanya,kenyataannya
1377,knytanya,kenyataannya
1378,kominfo,Komunikasi dan Informatika
1379,komnas,komisi nasional
1380,komplk,komplek
1381,konsumenya,konsumennya
1382,kontrakanya,kontrakannya
1383,koordinasikn,koordinasikan
1384,kordinasi,koordinasi
1385,kordinasikn,koordinasikan
1386,kordinat,koordinat
1387,kosanya,kosannya
1388,kosongin,kosongkan
1389,kost,kos
1390,kotabgr,kota bogor
1391,kowe,kamu
1392,koyo,seperti
1393,kpada,kepada
1394,kpala,kepala
1395,kpalaku,kepalaku
1396,kpan,kapan
1397,kpantai,ke pantai
1398,kpd,kepada
1399,kpengen,ingin
1400,kpercyaan,kepercayaan
1401,kpercyan,kepercayaan
1402,kpleset,terpleset
1403,kpn,kapan
1404,kpn2,kapan-kapan
1405,kpotong,terpotong
1406,kprluan,keperluan
1407,kputusan,keputusan
1408,kq,kok
1409,kra2,kira-kira
1410,krajinan,kerajinan
1411,kranjang,keranjang
1412,kreatifitas,kreativitas
1413,kreatip,kreatif
1414,kren,keren
1415,kreta,kereta
1416,krg,kurang
1417,krj,kerja
1418,krja,kerja
1419,krjo,kerja
1420,krm,kirim
1421,krmh,kerumah
1422,krn,karena
1423,krna,karena
1424,kro,sama
1425,krt,kartu
1426,krtik,kritik
1427,krtu,kartu
1428,krtunya,kartunya
1429,krudung,kerudung
1430,ksampean,kesampaian
1431,ksana,kesana
1432,ksedot,tersedot
1433,ksel,kesal
1434,ksetrum,tersetrum
1435,ksh,kasih
1436,ksian,kasihan
1437,ksiang,kesiangan
1438,ksiangan,kesiangan
1439,ksianny,kasihannya
1440,ksiannya,kasihannya
1441,ksiany,kasihannya
1442,ksianya,kasihannya
1443,ksih,kasih
1444,ksihan,kasihan
1445,ksini,kesini
1446,ksitu,kesitu
1447,kskolah,ke sekolah
1448,ksn,kesana
1449,ksna,kesana
1450,ksni,kesini
1451,ksno,kesana
1452,ksono,kesana
1453,kstu,kesitu
1454,ksukaan,kesukaan
1455,ksukan,kesukaan
1456,kt,kita
1457,kta,kata
1458,ktany,katanya
1459,ktanya,katanya
1460,ktawa2,ketawa-tawa
1461,ktemu,ketemu
1462,ktika,ketika
1463,ktimbang,daripada
1464,ktingalan,ketinggalan
1465,ktinggalan,ketinggalan
1466,ktinggian,ketinggian
1467,ktingian,ketinggian
1468,ktk,ketika
1469,ktka,ketika
1470,ktm,ketemu
1471,ktmpt,ketempat
1472,ktmu,ketemu
1473,ktmuan,ketemuan
1474,ktng,ketinggalan
1475,ktny,katanya
1476,ktnya,katanya
1477,ktor,kotor
1478,ktusuk,tertusuk
1479,kuangen,kangen
1480,kubawain,kubawakan
1481,kumaha,bagaimana
1482,kumplit,komplit
1483,kumpul2,kumpul-kumpul
1484,kumpulin,kumpulkan
1485,kunaon,kenapa
1486,kunjunganya,kunjungannya
1487,kunjungin,kunjungi
1488,kupayakan,kuupayakan
1489,kuper,kurang pergaulan
1490,kura2,kura-kura
1491,kurangin,kurangi
1492,kw,kau
1493,ky,seperti
1494,kya,seperti
1495,kyak,seperti
1496,kyaknya,sepertinya
1497,kyakx,sepertinya
1498,kyamanan,kenyamanan
1499,kyanya,sepertinya
1500,kyk,seperti
1501,kyke,sepertinya
1502,kyknya,sepertinya
1503,kykx,sepertinya
1504,kyky,sepertinya
1505,kyny,sepertinya
1506,kynya,sepertinya
1507,laba2,laba-laba
1508,laen,lain
1509,lainny,lainnya
1510,lainx,lainnya
1511,lainy,lainnya
1512,lainya,lainnya
1513,laki2,laki-laki
1514,lamo,lama
1515,lancar2,lancar-lancar
1516,lanjt,lanjut
1517,lansia,lanjut usia
1518,lapanganya,lapangannya
1519,laper,lapar
1520,laporanya,laporannya
1521,laporin,laporkan
1522,lathan,latihan
1523,latian,latihan
1524,latiannya,latihannya
1525,latianya,latihannya
1526,latihanya,latihannya
1527,lau,kau
1528,lautnye,lautnya
1529,lawanya,lawannya
1530,lawanye,lawannya
1531,lbang,lubang
1532,lbh,lebih
1533,lbih,lebih
1534,lbr,libur
1535,lbran,liburan
1536,lbrn,liburan
1537,lbur,libur
1538,lburan,liburan
1539,ldr,hubungan jarak jauh
1540,lengkapin,lengkapi
1541,lepasin,lepaskan
1542,letkol,letnan kolonel
1543,lg,lagi
1544,lgi,lagi
1545,lgsg,langsung
1546,lgsng,langsung
1547,lgsung,langsung
1548,lgu,lagu
1549,lgy,lagi
1550,lht,lihat
1551,liad,lihat
1552,liat,lihat
1553,liat2,lihat-lihat
1554,liatany,kelihatannya
1555,liatin,lihatin
1556,liatny,lihatnya
1557,liatnya,lihatnya
1558,liatnye,lihatnya
1559,liburin,liburkan
1560,lifestyle,gaya hidup
1561,link,tautan
1562,lipet,lipat
1563,lipi,Lembaga Ilmu Pengetahuan Indonesia
1564,lipstick,lipstik
1565,list,daftar
1566,living,tinggal
1567,lju,laju
1568,lkukn,lakukan
1569,lma,lama
1570,lma2,lama-lama
1571,lmak,lemak
1572,lmbr,lembar
1573,lmbt,lambat
1574,lmpu,lampu
1575,lmyan,lumayan
1576,lmyn,lumayan
1577,lncr,lancar
1578,lnganan,langganan
1579,lngganan,langganan
1580,lngkap,lengkap
1581,lngkp,lengkap
1582,lngsg,langsung
1583,lngsng,langsung
1584,lngsung,langsung
1585,lnjt,lanjut
1586,lnjut,lanjut
1587,lnjutnya,lanjutnya
1588,lntai,lantai
1589,lo,kamu
1590,local,lokal
1591,location,lokasi
1592,loe,kamu
1593,lokasiny,lokasinya
1594,lol,tertawa
1595,lom,belum
1596,loncat2,loncat-loncat
1597,longdistance,jarak jauh
1598,longweekend,liburan panjang akhir pekan
1599,longwekend,liburan panjang akhir pekan
1600,longwiken,liburan panjang akhir pekan
1601,looser,pecundang
1602,lowbet,baterai lemah
1603,lp,lupa
1604,lpa,lupa
1605,lpangan,lapangan
1606,lpas,lepas
1607,lt,lantai
1608,lu,kamu
1609,luh,kamu
1610,luhkan,kamu kan
1611,luka2,luka-luka
1612,lupain,lupakan
1613,lupe,lupa
1614,lw,kamu
1615,lwat,lewat
1616,lwn,lawan
1617,lwt,lewat
1618,lyt,lihat
1619,m0nas,monas
1620,m4ndiri,mandiri
1621,ma,sama
1622,ma2h,mamah
1623,ma2mu,mamahmu
1624,maav,maaf
1625,mabelasribu,lima belas ribu
1626,macacih,terimakasih
1627,macam2,macam-macam
1628,macem2,macam-macam
1629,macetnyo,macetnya
1630,maen,main
1631,maenan,mainan
1632,maenannya,mainannya
1633,maenannye,mainannya
1634,maenanya,mainannya
1635,maenanye,mainannya
1636,maenin,mainkan
1637,maenya,mainnya
1638,maf,maaf
1639,mafin,maafkan
1640,mafkan,maafkan
1641,mahal2,mahal-mahal
1642,main2,main-main
1643,mainy,mainnya
1644,mainya,mainnya
1645,makaci,terimakasih
1646,makai,memakai
1647,makanye,makanya
1648,makaseh,terimakasih
1649,makasih,terimakasih
1650,makasiy,terimakasih
1651,make,memakai
1652,makin2,makin-makin
1653,maksih,terimakasih
1654,maksude,maksudnya
1655,maksudnye,maksudnya
1656,maksudx,maksudnya
1657,maksut,maksud
1658,maksutnya,maksudnya
1659,mal,mall
1660,malam2,malam-malam
1661,maleh,lagi
1662,malem,malam
1663,males,malas
1664,malming,malam minggu
1665,malu2in,malu-maluin
1666,mamany,mamahnya
1667,mananye,mananya
1668,mane,mana
1669,mane2,mana-mana
1670,maneh,lagi
1671,manfaatin,manfaatkan
1672,manfat,manfaat
1673,manfatin,manfaatkan
1674,manfatkan,manfaatkan
1675,mangaku,mengaku
1676,mangane,makannya
1677,manggil2,manggil-manggil
1678,manggl,manggil
1679,mangil,manggil
1680,mangil2,manggil-manggil
1681,mangis,manggis
1682,mangkane,makanya
1683,mangkanya,makanya
1684,mangkanye,makanya
1685,mangku,memangku
1686,mangl,manggil
1687,mangnya,memangnya
1688,mangung,manggung
1689,mangungnya,manggungnya
1690,maning,lagi
1691,manis2,manis-manis
1692,manjain,manjakan
1693,mantab,mantap
1694,mantabh,mantap
1695,mantabp,mantap
1696,mantabs,mantap
1697,mantaf,mantap
1698,mantaps,mantap
1699,mantapz,mantap
1700,manteb,mantap
1701,mantebp,mantap
1702,mantemand,teman-teman
1703,mantep,mantap
1704,manteub,mantap
1705,manthap,mantap
1706,manusia2,manusia-manusia
1707,manut,ngikut
1708,manutd,ngikut
1709,mao,mau
1710,maonya,maunya
1711,map,maaf
1712,map2,maaf-maaf
1713,mapin,maafkan
1714,marah2,marah-marah
1715,marang,kepada
1716,maren,kemarin
1717,married,menikah
1718,masal,massal
1719,masalahny,masalahnya
1720,masalh,masalah
1721,masama,sama-sama
1722,masang,memasang
1723,mash,masih
1724,masi,masih
1725,masing2,masing-masing
1726,masjed,masjid
1727,mastiin,memastikan
1728,mastikn,memastikan
1729,mastin,memastikan
1730,masya,masyaAllah
1731,MasyaAlah,masyaAllah
1732,masyalah,masyaAllah
1733,mateng,matang
1734,matiin,matikan
1735,matikn,matikan
1736,matin,matikan
1737,maunye,maunya
1738,max,maksimal
1739,maximum,maksimal
1740,maybe,mungkin
1741,mb,mbak
1742,mba,mbak
1743,mbake,mbaknya
1744,mbaku,mbakku
1745,mbalek,balik
1746,mbalekno,kembalikan
1747,mbalik,balik
1748,mbanya,mbaknya
1749,mbaq,mbak
1750,mbek,sama
1751,mbiyen,dahulu
1752,mbk,mbak
1753,mboten,tidak
1754,mbrikan,memberikan
1755,mbuat,membuat
1756,mbwa,membawa
1757,mcam,macam
1758,mcetnya,macetnya
1759,mcm,macam
1760,mcm2,macam-macam
1761,mdg,mending
1762,mdh,mudah
1763,mdh2an,mudah-mudahan
1764,mdh2n,mudah-mudahan
1765,mdingan,mendingan
1766,mekah,mekkah
1767,melakukanya,melakukannya
1768,melangar,melanggar
1769,melu,ikut
1770,memasukan,memasukkan
1771,membalikan,membalikkan
1772,membiarkanya,membiarkannya
1773,membutuhkn,membutuhkan
1774,memgumpulkan,mengumpulkan
1775,memikirkanya,memikirkannya
1776,memperingatai,memperingati
1777,mempermslhin,mempermasalahkan
1778,mempertangungjawabkanya,mempertanggungjawabkannya
1779,memprduksi,memproduksi
1780,mempromosika,mempromosikan
1781,menaklukan,menaklukkan
1782,menakotkan,menakutkan
1783,menangapi,menanggapi
1784,menangungnya,menanggungnya
1785,mendonlot,mengunduh
1786,mendownload,mengunduh
1787,mendpat,mendapat
1788,mendptkan,mendapatkan
1789,meneng,diam
1790,mengabulkanya,mengabulkannya
1791,mengagalkan,menggagalkan
1792,mengalahkn,mengalahkan
1793,mengambar,menggambar
1794,mengambarkan,menggambarkan
1795,mengandeng,menggandeng
1796,mengangap,menganggap
1797,mengangu,mengganggu
1798,menganguk,mengangguk
1799,menganti,mengganti
1800,mengantung,menggantung
1801,mengasikan,mengasyikkan
1802,mengasyikan,mengasyikkan
1803,mengatakn,mengatakan
1804,mengelar,menggelar
1805,mengeliat,menggeliat
1806,mengelinding,menggelinding
1807,mengelitik,menggelitik
1808,mengembirakan,menggembirakan
1809,mengen2in,membuat kepingin
1810,mengeringkanya,mengeringkannya
1811,menggunakn,menggunakan
1812,menggunkan,menggunakan
1813,menggunkn,menggunakan
1814,mengirimkn,mengirimkan
1815,mengktfka,mengaktifkan
1816,mengoda,menggoda
1817,mengugah,menggugah
1818,mengunakan,menggunakan
1819,mengunakn,menggunakan
1820,menguncang,mengguncang
1821,mengunkan,menggunakan
1822,mengunkn,menggunakan
1823,menheningkan,mengheningkan
1824,menhub,menteri perhubungan
1825,meningal,meninggal
1826,meningalkan,meninggalkan
1827,meningalnya,meninggalnya
1828,menungang,menunggang
1829,menungu,menunggu
1830,menungumu,menunggumu
1831,menunjukan,menunjukkan
1832,menyengol,menyenggol
1833,merayakanya,merayakannya
1834,merit,menikah
1835,mesinya,mesinnya
1836,mesjid,masjid
1837,met,selamat
1838,mewah2,mewah-mewah
1839,meweg,mau nangis
1840,mewek,mau nangis
1841,mgalami,mengalami
1842,mggelar,menggelar
1843,mggu,minggu
1844,mghntarkan,menghantarkan
1845,mgkin,mungkin
1846,mgkn,mungkin
1847,mgkt,berangkat
1848,mgok,mogok
1849,mhn,mohon
1850,mhon,mohon
1851,mhsiswamu,mahasiswamu
1852,mi apah,demi apa
1853,miapa,demi apa
1854,miapah,demi apa
1855,miapeh,demi apa
1856,mikir,berfikir
1857,mikir2,berfikir-fikir
1858,mikiran,suka berfikir
1859,mikiri,memikirkan
1860,mikirin,memikirkan
1861,mikirkeun,memikirkan
1862,mikirny,berfikirnya
1863,mikirnya,berfikirnya
1864,milikny,miliknya
1865,miliku,milikku
1866,mingir,minggir
1867,mingu,minggu
1868,mingu2,minggu-minggu
1869,minguan,mingguan
1870,mingunya,minggunya
1871,mingux,minggunya
1872,mint,minta
1873,mintain,mintakan
1874,misalny,misalnya
1875,mjd,menjadi
1876,mka,maka
1877,mkan,makan
1878,mkanya,makanya
1879,mkasih,terimakasih
1880,mkmur,makmur
1881,mkn,makan
1882,mknan,makanan
1883,mknya,makanya
1884,mks,terimakasih
1885,mksd,maksud
1886,mksdnya,maksudnya
1887,mksh,terimakasih
1888,mksi,terimakasih
1889,mksih,terimakasih
1890,mksimal,maksimal
1891,mksod,maksud
1892,mksud,maksud
1893,mksudny,maksudnya
1894,mksudnya,maksudnya
1895,mlah,malah
1896,mlai,mulai
1897,mlaku,jalan
1898,mlaku2,jalan-jalan
1899,mlakukan,melakukan
1900,mlakune,jalannya
1901,mlam,malam
1902,mlaz,malas
1903,mlebu,masuk
1904,mledug,meledak
1905,mleduk,meledak
1906,mlem,malam
1907,mlepas,melepas
1908,mles,malas
1909,mlggr,melanggar
1910,mlgr,melanggar]
1911,mlh,malah
1912,mlihat,melihat
1913,mlintas,melintas
1914,mlkukan,melakukan
1915,mlm,malam
1916,mlm2,malam-malam
1917,mlmnya,malamnya
1918,mls,malas
1919,mlulu,melulu
1920,mmbahana,membahana
1921,mmbawaku,membawaku
1922,mmbedakan,membedakan
1923,mmbeli,membeli
1924,mmbhyakn,membahayakan
1925,mmbrikan,memberikan
1926,mmbuat,membuat
1927,mmbutuhkan,membutuhkan
1928,mmg,memang
1929,mmiliki,memiliki
1930,mmperkuat,memperkuat
1931,mmperpanjang,memperpanjang
1932,mmpi,mimpi
1933,mmpr,mampir
1934,mmprlihatkn,memperlihatkan
1935,mmprsiapkn,mempersiapkan
1936,mmpu,mampu
1937,mmpus,mampus
1938,mn,mana
1939,mna,mana
1940,mnang,menang
1941,mnangkan,menangkan
1942,mnara,menara
1943,mnarik,menarik
1944,mncapai,mencapai
1945,mncari,mencari
1946,mncri,mencari
1947,mndadak,mendadak
1948,mndapatkn,mendapatkan
1949,mndat,mandat
1950,mnding,mending
1951,mndingan,mendingan
1952,mndok,mondok
1953,mndonkrak,mendongkrak
1954,mndptkan,mendapatkan
1955,mndukung,mendukung
1956,mndukungnya,mendukungnya
1957,mndung,mendung
1958,mne,mana
1959,mnfaat,manfaat
1960,mngalami,mengalami
1961,mngalir,mengalir
1962,mngeluarkan,mengeluarkan
1963,mngenang,mengenang
1964,mngendarai,mengendarai
1965,mngerti,mengerti
1966,mnggl,manggil
1967,mnggu,minggu
1968,mngguan,mingguan
1969,mnggunakan,menggunakan
1970,mnggunkn,menggunakan
1971,mnghadap,menghadap
1972,mnghamili,menghamili
1973,mngharap,mengharap
1974,mngheningkan,mengheningkan
1975,mngis,manggis
1976,mngkel,kesal
1977,mngkin,mungkin
1978,mngkn,mungkin
1979,mngkne,makanya
1980,mngkonyo,makanya
1981,mngnai,mengenai
1982,mngsudnye,maksudnya
1983,mngu,minggu
1984,mnguan,mingguan
1985,mngunakan,menggunakan
1986,mngunkn,menggunakan
1987,mnikah,menikah
1988,mnikmti,menikmati
1989,mnis,manis
1990,mnitikberatkan,menitikberatkan
1991,mnjadi,menjadi
1992,mnjd,menjadi
1993,mnjdi,menjadi
1994,mnjem,meminjam
1995,mnjunjung,menjunjung
1996,mnjwab,menjawab
1997,mnnti,menanti
1998,mnrt,menurut
1999,mnt,minta
2000,mnta,minta
2001,mntain,mintakan
2002,mntannya,mantannya
2003,mntanya,mantannya
2004,mntap,mantap
2005,mnti,menanti
2006,mnual,manual
2007,mnuggu,menunggu
2008,mnugu,menunggu
2009,mnuju,menuju
2010,mnum,minum
2011,mnungGu,menunggu
2012,mnungu,menunggu
2013,mnunjukan,menunjukkan
2014,mnunjukkan,menunjukkan
2015,mnurut,menurut
2016,mnurutmu,menurutmu
2017,mnusia,manusia
2018,mnyamar,menyamar
2019,mnyusul,menyusul
2020,mo,mau
2021,modifan,hasil modifikasi
2022,modification,modifikasi
2023,modified,dimodifikasi
2024,modifikasiin,modifikasikan
2025,modifikasin,modifikasikan
2026,moh,tidak mau
2027,momendnya,momennya
2028,moment,momen
2029,moments,momen
2030,momenya,momennya
2031,monasny,monasnya
2032,monday,senin
2033,Mondays,senin
2034,money,uang
2035,monkey,monyet
2036,month,bulan
2037,monyetna,monyetnya
2038,morning,pagi
2039,mornings,pagi
2040,moro,datang
2041,moro2,datang-datang
2042,morosotkeun,memerosotkan
2043,mother,ibu
2044,motoin,mengambil foto
2045,motone,cara mengambil fotonya
2046,motor2,motor-motor
2047,motr,motor
2048,mpe,sampai
2049,mpek,sampai
2050,mpempek,pempek
2051,mperkuat,memperkuat
2052,mperpanjang,memperpanjang
2053,mpun,sudah
2054,mpunya,punya
2055,mrah,marah
2056,mrah2,marah-marah
2057,mrantau,merantau
2058,mrasa,merasa
2059,mrasakany,merasakannya
2060,mrek,mereka
2061,mreka,mereka
2062,mrh,marah
2063,mrhn,marahan
2064,mri,mari
2065,mridnya,muridnya
2066,mriki,kesini
2067,mrinding,merinding
2068,mrip,mirip
2069,mrk,mereka
2070,mrka,mereka
2071,mrono,kesana
2072,mrp,merupakan
2073,mrpti,merpati
2074,mrupakn,merupakan
2075,msak,masak
2076,msalah,masalah
2077,msg,masing
2078,msg2,masing-masing
2079,msh,masih
2080,msih,masih
2081,msing2,masing-masing
2082,msjid,masjid
2083,mski,meski
2084,mskipun,meskipun
2085,mslah,masalah
2086,mslahnya,masalahnya
2087,mslh,masalah
2088,mslhnye,masalahnya
2089,msng,masing
2090,msog,masak
2091,msohan,musuhan
2092,msok,masak
2093,mst,mesti
2094,msti,mesti
2095,msuk,masuk
2096,msukin,masukkan
2097,msuknya,masuknya
2098,mtor,motor
2099,mtor2,motor-motor
2100,mtore,motornya
2101,mtornya,motornya
2102,mtr,motor
2103,mudah2an,mudah-mudahan
2104,mugi,semoga
2105,mugi2,moga-moga
2106,mukax,mukanya
2107,mulay,mulai
2108,muluk2,berlebihan
2109,mumpng,mumpung
2110,mungah,naik
2111,music,musik
2112,musim2,musim-musim
2113,musium,museum
2114,mustinya,mestinya
2115,muter,berputar
2116,muter2,berputar-putar
2117,mw,mau
2118,mwah,mewah
2119,myname,namaku
2120,mz,mas
2121,nabrak,menabrak
2122,naek,naik
2123,nais,nice
2124,naitu,nah itu
2125,nama2,nama-nama
2126,namany,namanya
2127,namanye,namanya
2128,nambah,bertambah
2129,nambah2,nambah-nambah
2130,name,nama
2131,named,dinamai
2132,names,nama
2133,nanganin,menangani
2134,nanges,nangis
2135,nanya,bertanya
2136,nanyain,menanyakan
2137,naon,apa
2138,napa,kenapa
2139,napah,kenapa
2140,nape,kenapa
2141,narcis,narsis
2142,nari,menari
2143,naro,naruh
2144,nasgor,nasi goreng
2145,nasgornya,nasi gorengnya
2146,navigation,navigasi
2147,ndadak,mendadak
2148,ndak,tidak
2149,ndakpapa,tidak apa-apa
2150,ndang,buruan
2151,ndek,sejak
2152,ndelik,bersembunyi
2153,ndelok,melihat
2154,ndengkur,mendengkur
2155,ndi,mana
2156,ndk,tidak
2157,ndodok,jongkok
2158,nduwe,punya
2159,nebelin,menebalkan
2160,need,butuh
2161,needed,dibutuhkan
2162,needs,kebutuhan
2163,negative,negatif
2164,negra,negara
2165,negri,negeri
2166,neh,nih
2167,nelepon,menelpon
2168,nelfon,menelpon
2169,nelor,bertelur
2170,nelp,menelpon
2171,nelpon,menelpon
2172,nelv,menelpon
2173,nelvon,menelpon
2174,nemanin,menemani
2175,nembak,menembak
2176,nembaknya,menembaknya
2177,nembaknye,menembaknya
2178,nembus,menembus
2179,nemen,banget
2180,nemenin,menemani
2181,nemu,menemukan
2182,nemuin,menemui
2183,nemuinnya,menemuinya
2184,nemuinya,menemuinya
